"Survey","nHost_1","nHost_2","nHost_3","nHost_4","nHost_5","nHost_6","nHost_7","nHost_8","nInfect_1","nInfect_2","nInfect_3","nInfect_4","nInfect_5","nInfect_6","nInfect_7","nInfect_8","nExpectd_1","nExpectd_2","nExpectd_3","nExpectd_4","nExpectd_5","nExpectd_6","nExpectd_7","nExpectd_8","nPatent_1","nPatent_2","nPatent_3","nPatent_4","nPatent_5","nPatent_6","nPatent_7","nPatent_8","nTransmit","nTreatments1_1","nTreatments1_2","nTreatments1_3","nTreatments1_4","nTreatments1_5","nTreatments1_6","nTreatments1_7","nTreatments1_8","nUncomp_1","nUncomp_2","nUncomp_3","nUncomp_4","nUncomp_5","nUncomp_6","nUncomp_7","nUncomp_8","nEPIVaccinations_1","nEPIVaccinations_2","nEPIVaccinations_3","nEPIVaccinations_4","nEPIVaccinations_5","nEPIVaccinations_6","nEPIVaccinations_7","nEPIVaccinations_8","nMassVaccinations_1","nMassVaccinations_2","nMassVaccinations_3","nMassVaccinations_4","nMassVaccinations_5","nMassVaccinations_6","nMassVaccinations_7","nMassVaccinations_8","innoculationsPerAgeGroup_S1","innoculationsPerAgeGroup_R1","innoculationsPerAgeGroup_S2","innoculationsPerAgeGroup_R2","innoculationsPerAgeGroup_S3","innoculationsPerAgeGroup_R3","innoculationsPerAgeGroup_S4","innoculationsPerAgeGroup_R4","innoculationsPerAgeGroup_S5","innoculationsPerAgeGroup_R5","innoculationsPerAgeGroup_S6","innoculationsPerAgeGroup_R6","innoculationsPerAgeGroup_S7","innoculationsPerAgeGroup_R7","innoculationsPerAgeGroup_S8","innoculationsPerAgeGroup_R8","Vector_Nv","inputEIR","simulatedEIR","nMDAs_1","nMDAs_2","nMDAs_3","nMDAs_4","nMDAs_5","nMDAs_6","nMDAs_7","nMDAs_8","nTreatDiagnostics_1","nTreatDiagnostics_2","nTreatDiagnostics_3","nTreatDiagnostics_4","nTreatDiagnostics_5","nTreatDiagnostics_6","nTreatDiagnostics_7","nTreatDiagnostics_8","nInfectByGenotype_S1","nInfectByGenotype_R1","nInfectByGenotype_S2","nInfectByGenotype_R2","nInfectByGenotype_S3","nInfectByGenotype_R3","nInfectByGenotype_S4","nInfectByGenotype_R4","nInfectByGenotype_S5","nInfectByGenotype_R5","nInfectByGenotype_S6","nInfectByGenotype_R6","nInfectByGenotype_S7","nInfectByGenotype_R7","nInfectByGenotype_S8","nInfectByGenotype_R8","nPatentByGenotype_S1","nPatentByGenotype_R1","nPatentByGenotype_S2","nPatentByGenotype_R2","nPatentByGenotype_S3","nPatentByGenotype_R3","nPatentByGenotype_S4","nPatentByGenotype_R4","nPatentByGenotype_S5","nPatentByGenotype_R5","nPatentByGenotype_S6","nPatentByGenotype_R6","nPatentByGenotype_S7","nPatentByGenotype_R7","nPatentByGenotype_S8","nPatentByGenotype_R8","nHostDrugConcNonZero_A1","nHostDrugConcNonZero_B1","nHostDrugConcNonZero_A2","nHostDrugConcNonZero_B2","nHostDrugConcNonZero_A3","nHostDrugConcNonZero_B3","nHostDrugConcNonZero_A4","nHostDrugConcNonZero_B4","nHostDrugConcNonZero_A5","nHostDrugConcNonZero_B5","nHostDrugConcNonZero_A6","nHostDrugConcNonZero_B6","nHostDrugConcNonZero_A7","nHostDrugConcNonZero_B7","nHostDrugConcNonZero_A8","nHostDrugConcNonZero_B8","sumLogDrugConcNonZero_A1","sumLogDrugConcNonZero_B1","sumLogDrugConcNonZero_A2","sumLogDrugConcNonZero_B2","sumLogDrugConcNonZero_A3","sumLogDrugConcNonZero_B3","sumLogDrugConcNonZero_A4","sumLogDrugConcNonZero_B4","sumLogDrugConcNonZero_A5","sumLogDrugConcNonZero_B5","sumLogDrugConcNonZero_A6","sumLogDrugConcNonZero_B6","sumLogDrugConcNonZero_A7","sumLogDrugConcNonZero_B7","sumLogDrugConcNonZero_A8","sumLogDrugConcNonZero_B8","Incidence"
2165,4785,49,1625,3231,3147,3077,2270,81816,1172,17,663,1519,1481,1490,1146,57176,1435.93,21.258,1051.24,2775.18,3042.8,3055.52,2266.39,81814.9,438,10,348,735,760,766,564,26883,0.0286487,28,0,15,40,37,34,19,425,74,0,54,94,93,101,82,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.8,173.347,1.87571,1.90367,66.1467,67.1329,152.735,155.012,172.021,174.585,184.921,187.678,146.982,149.174,11077.9,11243,5411950,0.287341,0.31977,0,0,0,0,0,0,0,0,28,0,15,40,37,34,19,427,624,657,6,12,371,379,855,896,858,887,860,904,676,677,37704,37788,203,218,3,6,165,154,345,361,376,361,354,385,260,285,11928,11862,36,90,0,1,14,64,52,178,44,155,56,155,52,142,738,2428,-728.453,-137.116,0,-1.20706,-264.802,-154.176,-1193.35,-422.253,-981.065,-345.975,-1421.22,-288.936,-1094.8,-288.967,-15796.5,-5975.87,27.3867135943687
2166,4786,49,1626,3232,3145,3078,2269,81815,1240,17,696,1546,1564,1539,1203,58753,1531.33,22.4838,1066.15,2797.03,3046.11,3057.67,2265.6,81813.9,480,5,355,810,800,837,613,28812,0.0324051,27,1,10,43,33,40,25,454,69,1,54,103,95,109,84,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.936,173.909,1.88779,1.90944,66.4494,67.2117,153.767,155.531,173.02,175.005,186.18,188.316,147.867,149.563,11149.2,11277.1,4405810,0.302747,0.32128,0,0,0,0,0,0,0,0,27,1,10,43,33,40,25,456,676,689,9,10,398,391,881,926,911,949,907,944,710,731,39359,39321,218,240,3,3,179,160,381,391,388,400,395,421,297,317,12986,12835,48,110,0,4,22,76,65,214,57,181,53,188,46,155,816,2762,-991.815,-172.248,0,-7.69715,-439.814,-192.428,-1229.43,-480.934,-1097.73,-367.049,-988.298,-370.691,-1102.91,-350.714,-17649.2,-6981.4,28.3200439923013
2167,4785,49,1628,3230,3146,3077,2269,81816,1264,17,720,1591,1601,1603,1227,60143,1615.69,23.6601,1081.84,2814.98,3051.99,3057.74,2265.8,81815,487,10,391,855,854,900,638,30692,0.0357494,25,1,23,35,42,37,26,480,70,1,55,124,113,125,72,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.01,171.151,1.85485,1.87834,65.4091,66.2375,150.991,152.903,170.054,172.208,182.812,185.127,145.35,147.191,10954.7,11093.4,3564010,0.309654,0.315862,0,0,0,0,0,0,0,0,25,1,23,35,42,37,27,483,680,715,8,9,414,414,908,969,947,972,955,997,738,758,40837,40785,227,258,5,4,188,180,413,431,415,430,427,461,305,335,13773,13760,50,129,2,5,24,89,85,249,68,210,76,220,43,174,878,3101,-1075.6,-224.825,-63.2584,-11.8792,-545.021,-242.031,-1845.01,-564.269,-1525.17,-463.202,-1598.97,-449.055,-869.137,-389.394,-19030.8,-8033.11,30.7963044434668
2168,4785,49,1628,3231,3146,3075,2270,81816,1325,12,732,1632,1643,1657,1270,61482,1689.41,24.7678,1095.51,2834.07,3056.5,3056.73,2266.97,81815,527,6,381,910,921,944,686,32330,0.0387183,23,0,23,45,41,34,23,529,78,0,48,118,118,116,80,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.569,165.186,1.78531,1.81405,63.0334,64.048,145.373,147.713,163.674,166.308,175.957,178.789,139.898,142.15,10543.6,10713.3,2871030,0.307328,0.304538,0,0,0,0,0,0,0,0,23,0,23,45,41,34,23,532,724,739,3,10,415,428,942,1001,989,1007,1011,1022,776,788,42233,42191,240,267,1,5,186,183,436,452,426,476,455,470,339,356,14724,14694,48,146,1,4,32,110,79,275,74,250,78,249,52,199,934,3451,-1091.02,-290.474,-12.2767,-8.67553,-560.234,-278.227,-1813.28,-670.237,-1497.91,-581.466,-1743.85,-556.315,-1133.65,-487.213,-20284.9,-9207.92,30.686317641883
2169,4785,49,1630,3229,3146,3077,2269,81815,1336,15,733,1656,1669,1706,1313,62465,1751.38,25.7922,1109.37,2848.88,3060.62,3059.61,2266.14,81814.1,570,7,401,937,967,997,746,33668,0.0415613,30,1,21,26,38,69,26,538,79,1,47,119,127,101,96,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.405,156.42,1.68433,1.71743,59.5074,60.6767,137.064,139.757,154.414,157.448,166.006,169.268,131.99,134.584,9947.47,10142.9,2308150,0.295999,0.287819,0,0,0,0,0,0,0,0,30,1,21,26,39,69,27,541,741,749,8,10,413,438,961,1017,994,1039,1048,1055,802,831,43401,43277,265,274,3,2,187,202,451,468,473,506,515,507,364,393,15447,15344,44,159,1,3,46,130,81,308,83,282,72,278,47,214,1012,3858,-945.643,-349.063,-31.8303,-7.16093,-1003.41,-315.276,-1679.16,-756.047,-1844.51,-692.712,-1592.14,-691.412,-1054.14,-570.454,-21794.9,-10691.3,31.3445147099258
2170,4785,49,1629,3230,3145,3078,2270,81814,1358,21,736,1674,1678,1698,1343,63218,1801.04,26.7226,1119.8,2864.54,3063.32,3061.4,2267.28,81813.1,585,9,418,980,1026,1003,782,34686,0.0440826,27,1,19,51,61,34,24,482,95,1,42,117,154,130,93,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.785,144.773,1.55706,1.58987,55.011,56.1703,126.744,129.415,142.701,145.708,153.511,156.746,122.016,124.588,9195.89,9389.68,1855920,0.276821,0.266259,0,0,0,0,0,0,0,0,27,1,20,51,61,34,24,483,758,766,14,9,414,443,991,1034,999,1055,1046,1069,820,866,44349,44166,284,291,6,5,196,201,491,511,480,532,510,523,382,420,16067,15965,49,173,2,6,43,145,72,323,78,310,105,345,48,237,1067,4228,-985.6,-398.466,-43.7771,-14.6862,-927.747,-364.561,-1770.17,-882.58,-1743.85,-823.515,-1945.35,-828.818,-1007.66,-694.232,-23417.5,-12160.1,34.7520070383812
2171,4785,49,1630,3230,3144,3076,2271,81815,1362,18,751,1672,1692,1743,1370,63772,1838.34,27.5539,1129.85,2877.47,3065.54,3060.1,2268.41,81814.1,622,13,439,1004,1019,1036,808,35803,0.0461177,33,0,20,41,47,43,39,522,86,1,68,120,117,125,109,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.732,131.197,1.41401,1.44109,49.9578,50.9145,115.097,117.302,129.547,132.028,139.359,142.028,110.851,112.974,8350.97,8510.9,1495770,0.251653,0.241568,0,0,0,0,0,0,0,0,34,0,20,41,47,43,40,525,756,778,13,9,425,450,992,1041,1012,1061,1073,1105,851,875,45111,45072,294,311,11,3,200,215,482,536,511,536,520,543,414,431,16494,16472,55,191,1,5,43,162,76,358,100,361,102,361,51,249,1020,4504,-1216.73,-480.109,-32.0673,-16.0318,-946.311,-415.398,-1438.86,-992.75,-1927.07,-928.307,-2564.07,-976.841,-1162.09,-768.82,-22993.5,-13559.8,34.4239758042343
2172,4785,49,1629,3232,3143,3075,2272,81815,1347,16,752,1680,1703,1742,1374,64235,1863.64,28.2863,1136.71,2890.44,3067.33,3059.7,2269.52,81814.2,648,11,455,1031,1065,1042,831,36516,0.0476986,37,0,20,46,35,40,29,537,87,1,50,127,120,120,85,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.097,116.953,1.264,1.28438,44.6286,45.3484,102.95,104.611,115.769,117.636,124.534,126.542,99.1337,100.733,7464.9,7585.29,1210900,0.222727,0.215616,0,0,0,0,0,0,0,0,37,0,20,47,35,40,29,540,763,762,7,11,440,448,993,1061,1011,1078,1070,1116,856,886,45770,45732,307,322,1,8,226,228,490,539,518,553,534,550,421,436,16899,16827,57,211,1,5,41,174,90,374,109,388,77,386,62,275,1005,4761,-1200.55,-557.406,-11.7319,-14.607,-902.918,-456.518,-2039.81,-1079.44,-2528.06,-1003.08,-1612.64,-1085.47,-1175.86,-842.505,-21752.5,-14701.7,32.4443222436074
2173,4785,49,1632,3229,3145,3073,2272,81815,1333,17,740,1692,1726,1744,1387,64447,1877.63,28.9233,1144.74,2896.94,3071.59,3058.21,2269.62,81814.2,655,8,447,1023,1065,1067,861,36973,0.0487572,20,0,21,46,56,42,29,538,106,1,53,111,134,126,94,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.433,102.885,1.11322,1.12916,39.3301,39.8933,90.5809,91.8779,102.024,103.485,109.572,111.141,87.3466,88.5973,6574.4,6668.54,986742,0.192302,0.189726,0,0,0,0,0,0,0,0,21,0,21,46,56,42,29,540,762,751,12,11,432,445,1013,1058,1040,1095,1080,1120,871,890,46271,46074,309,326,6,3,215,224,492,535,510,560,561,527,432,445,17079,17058,66,236,1,4,38,187,89,403,84,411,81,405,69,279,1060,5018,-1387.73,-646.619,-11.7145,-7.75438,-846.447,-542.363,-1870.27,-1202.27,-1951.99,-1164.49,-1799.4,-1212.33,-1597.26,-847.604,-23178.3,-15887.8,34.3689854275502
2174,4786,48,1629,3231,3146,3074,2271,81815,1300,16,737,1675,1705,1739,1382,64518,1881.77,28.8693,1147.25,2906.27,3074.47,3059.62,2268.7,81814.2,687,9,450,1019,1047,1077,868,37175,0.0497779,33,1,19,42,47,49,37,569,68,1,52,117,93,142,100,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.1881,89.3405,0.948297,0.960689,34.242,34.6895,78.8144,79.8444,88.7485,89.9082,95.3163,96.5618,75.9247,76.9168,5717.1,5791.81,811030,0.162355,0.164883,0,0,0,0,0,0,0,0,33,1,19,42,47,49,37,574,741,741,12,7,436,442,1010,1044,1026,1083,1080,1111,872,887,46562,46357,331,333,7,4,208,235,488,518,513,546,578,544,420,473,17092,17125,55,232,0,5,37,189,94,426,94,447,82,422,59,295,1076,5254,-1374.22,-676.481,0,-25.8058,-774.427,-547.074,-2087.93,-1298.34,-1834.23,-1271.09,-1770.03,-1301.43,-1297.64,-934.911,-23690.8,-17142.3,31.509485839978
2175,4785,50,1632,3228,3145,3075,2271,81814,1266,20,737,1631,1687,1714,1360,64455,1875.25,30.547,1152.36,2909.67,3074.97,3060.93,2268.76,81813.2,704,12,462,1037,1060,1084,866,37310,0.0505266,24,2,19,46,44,41,38,577,86,4,59,111,109,90,118,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8971,76.7582,0.850322,0.85997,29.4439,29.778,67.7879,68.557,76.37,77.2365,82.0756,83.0069,65.3285,66.0698,4921.2,4977.04,673656,0.134401,0.141812,0,0,0,0,0,0,0,0,24,2,19,46,44,42,38,579,721,722,10,16,436,444,993,1012,1023,1075,1073,1086,851,879,46670,46446,339,336,4,8,220,233,481,532,501,553,549,534,424,470,17026,16980,46,239,1,7,38,199,88,440,102,467,94,441,67,310,1105,5486,-907.75,-724.264,-12.1993,-19.2822,-847.798,-623.26,-1915.8,-1397.23,-2365.91,-1389.06,-1970.63,-1326.21,-1371.95,-963.792,-24038.5,-18271.9,31.7277026283955
2176,4785,49,1633,3231,3143,3074,2270,81815,1222,21,723,1619,1653,1682,1329,64337,1861.04,30.3281,1154.08,2916.87,3074.16,3060.19,2267.81,81814.2,700,13,450,1012,1047,1066,856,36923,0.0504489,28,1,22,33,29,33,27,554,78,2,40,101,130,114,96,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8552,65.4337,0.712238,0.718591,25.1786,25.4032,57.9915,58.5088,65.2335,65.8155,70.1283,70.7539,55.837,56.3351,4206.36,4243.89,566443,0.109418,0.121061,0,0,0,0,0,0,0,0,28,1,22,33,29,34,28,557,703,692,12,16,416,440,993,1001,1005,1061,1064,1057,834,863,46669,46453,343,329,4,8,211,220,486,500,493,527,532,512,426,452,16791,16796,49,237,2,8,40,214,90,465,87,493,92,469,76,322,1145,5673,-1101.89,-756.872,-63.6794,-28.6632,-852.416,-710.409,-1939.17,-1534.14,-1890.35,-1592.65,-2106.66,-1539.45,-1658.06,-969.013,-25121.4,-19144.8,30.849601319769
2177,4785,49,1633,3230,3147,3071,2270,81815,1173,15,700,1596,1645,1677,1307,64083,1839.77,30.6562,1154.56,2919.18,3078.9,3057.39,2267.85,81814.2,694,8,447,996,1019,1058,865,36613,0.0496386,33,0,24,39,44,44,30,455,79,1,46,107,111,125,94,2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2565,55.5757,0.606565,0.610069,21.4952,21.6194,49.3739,49.6591,55.6276,55.9489,59.6669,60.0116,47.5529,47.8275,3582.3,3602.99,482867,0.0878853,0.102938,0,0,0,0,0,0,0,0,33,0,24,39,44,44,30,455,668,671,9,8,405,426,979,995,989,1051,1060,1048,822,853,46493,46381,337,324,5,2,224,220,472,496,497,526,541,529,410,444,16534,16514,50,237,1,4,41,219,81,455,74,491,75,464,65,329,1129,5800,-1055.7,-750.536,-12.2258,-8.04214,-883.692,-739.334,-1892.48,-1506.99,-1755.42,-1687.65,-1706.5,-1588.2,-1527.54,-1036.2,-25059.9,-19862.7,30.9595820731372
2178,4785,49,1633,3229,3147,3072,2270,81815,1104,25,673,1564,1607,1659,1278,63782,1812.6,30.9295,1153.77,2920.26,3079.37,3058.49,2267.88,81814.2,654,14,430,963,1035,1044,829,36077,0.0486684,28,0,17,32,31,37,23,484,68,0,51,101,98,92,87,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9247,47.0732,0.515104,0.516734,18.2438,18.3016,41.917,42.0497,47.2384,47.3879,50.6857,50.8461,40.3651,40.4928,3041.94,3051.57,417772,0.0698754,0.0873029,0,0,0,0,0,0,0,0,28,0,17,32,31,37,23,488,622,633,16,15,392,403,955,977,976,1015,1050,1039,805,828,46340,46160,324,314,7,4,208,200,455,473,486,518,513,515,400,423,16102,15997,59,251,1,4,44,228,73,446,74,504,78,468,58,338,1009,5812,-1226.55,-787.977,-31.4355,-14.2905,-959.231,-777.981,-1543.21,-1476.77,-1478.91,-1796.4,-1583.33,-1601.82,-1245.05,-1080.58,-23184.6,-20596.2,27.3302172119879
2179,4785,49,1631,3230,3148,3072,2270,81815,1077,14,660,1520,1591,1643,1263,63409,1780.53,31.1558,1150.59,2921.94,3080.55,3058.54,2267.9,81814.2,650,10,419,951,993,1018,808,35315,0.0474193,27,1,19,30,35,40,37,391,72,0,47,90,116,100,77,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6969,39.7922,0.435946,0.436992,15.4119,15.4489,35.4853,35.5704,39.9913,40.0872,42.8963,42.9993,34.1768,34.2589,2574.61,2580.79,367120,0.0551798,0.0738585,0,0,0,0,0,0,0,0,27,1,19,30,35,40,37,394,606,615,9,9,385,391,927,941,963,996,1036,1027,789,818,46013,45853,305,298,5,6,193,177,434,446,487,506,525,505,387,393,15622,15353,58,243,1,8,36,223,72,454,75,490,83,466,53,335,939,5805,-1356.07,-755.752,-12.2322,-26.5217,-843.708,-804.376,-1629.05,-1593.96,-1768.95,-1791.25,-1900.53,-1629.56,-1225.08,-1131.3,-20386.9,-20907.5,27.6051690954083
2180,4785,49,1629,3231,3148,3074,2269,81815,1053,17,631,1491,1557,1606,1235,62951,1744.52,31.3422,1146.93,2922.76,3080.53,3060.54,2266.91,81814.2,608,12,392,898,997,1005,748,34612,0.0458696,22,0,18,33,34,33,20,388,52,1,47,105,84,111,65,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5413,33.6757,0.368269,0.369744,13.0355,13.0877,29.9869,30.107,33.7832,33.9185,36.2618,36.407,28.8463,28.9618,2174.93,2183.64,327757,0.0434252,0.0624426,0,0,0,0,0,0,0,0,23,0,18,33,34,33,20,389,596,597,10,9,368,371,902,922,943,971,1010,1006,782,787,45642,45470,310,287,8,6,188,181,425,431,470,498,473,494,366,360,14985,14823,49,246,2,7,35,220,64,439,66,492,77,472,60,345,874,5676,-1068.1,-796.665,-43.4975,-14.5157,-713.587,-788.922,-1434.37,-1556.61,-1403.83,-1864.39,-1650.86,-1702.93,-1170.92,-1151.38,-20151.4,-21010,25.5705251580973
2181,4785,49,1629,3230,3149,3074,2269,81815,1007,18,606,1450,1525,1571,1215,62471,1705.43,31.4957,1144.1,2920.86,3081.24,3060.49,2266.9,81814.2,586,14,388,860,967,953,725,33430,0.0438108,25,2,14,26,40,29,22,371,62,2,36,86,82,82,45,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3434,28.5526,0.311464,0.313762,11.0052,11.0863,25.3619,25.549,28.5813,28.7922,30.6685,30.8948,24.3967,24.5767,1839.46,1853.03,297235,0.0341688,0.0528997,0,0,0,0,0,0,0,0,25,2,14,26,40,29,22,372,583,562,7,13,355,355,874,891,925,955,991,984,778,768,45196,44992,274,277,4,7,192,165,385,392,463,469,450,468,344,351,14339,14175,46,240,0,8,37,213,64,443,70,484,73,454,56,338,779,5518,-1047.06,-798.3,0,-46.3838,-857.129,-750.87,-1357.32,-1634.6,-1528.39,-1879.17,-1663.41,-1629.31,-1400.75,-1199.76,-17173.3,-20786.3,21.7211987902117
2182,4785,49,1630,3230,3150,3073,2272,81811,951,13,581,1402,1481,1551,1185,61981,1664.05,31.6221,1141.72,2919.09,3081.78,3059.41,2269.89,81810.2,549,6,360,814,918,925,676,32165,0.041688,19,1,17,31,36,33,12,339,51,0,55,85,82,87,69,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0836,24.3301,0.264486,0.267193,9.35684,9.45261,21.5317,21.752,24.2787,24.5272,26.0347,26.3011,20.7449,20.9572,1561.95,1577.94,273650,0.0269644,0.0449848,0,0,0,0,0,0,0,0,19,1,17,31,36,33,13,344,540,538,9,6,335,344,848,857,899,925,987,955,755,747,44697,44474,254,252,4,3,173,162,378,366,430,454,436,433,315,326,13448,13499,45,238,0,4,31,210,61,432,73,461,63,444,41,335,758,5408,-955.986,-795.662,0,-6.20415,-687.683,-773.908,-1400.24,-1646.26,-1564.93,-1732.43,-1385.32,-1657.7,-865.758,-1239.22,-16853.9,-21013.6,23.5856836549563
2183,4785,49,1630,3229,3150,3072,2272,81813,887,17,563,1362,1433,1513,1175,61359,1621.02,31.7264,1138.2,2915.6,3081.13,3058.29,2269.87,81812.2,526,10,331,765,857,899,666,30901,0.0393268,19,0,15,22,31,29,11,341,53,1,18,68,91,81,42,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5655,20.8098,0.225755,0.228437,7.97688,8.07164,18.3902,18.6087,20.7237,20.9699,22.2223,22.4863,17.7067,17.917,1333.24,1349.08,255524,0.0214032,0.0384288,0,0,0,0,0,0,0,0,19,0,15,22,31,29,11,344,498,507,11,8,319,325,828,817,859,898,968,930,745,741,44081,43786,234,227,3,4,145,143,349,341,396,399,422,405,292,298,12691,12587,41,234,0,6,31,200,58,424,74,450,65,429,34,306,710,5239,-948.762,-821.871,0,-27.4649,-648.127,-714.569,-1205.3,-1625.96,-1655.8,-1705.46,-1389.22,-1592.2,-841.471,-1179.65,-15955.1,-20894.1,19.4644526310002
2184,4785,49,1631,3228,3150,3071,2271,81815,836,13,548,1327,1399,1463,1149,60722,1576.85,31.8128,1135.29,2911.43,3080.31,3057.12,2268.85,81814.2,515,4,313,742,820,867,632,29383,0.0369154,27,0,9,21,31,27,23,311,52,0,24,53,80,83,39,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6646,17.8653,0.193908,0.196112,6.85575,6.93366,15.7874,15.9668,17.8004,18.0027,19.081,19.2978,15.2085,15.3814,1145.22,1158.23,241703,0.0171325,0.0329993,0,0,0,0,0,0,0,0,27,0,9,21,31,27,23,311,467,478,8,8,307,312,797,796,846,867,934,903,730,720,43374,43126,219,235,3,2,133,129,336,336,391,377,407,372,281,300,11837,11889,37,227,0,1,30,200,56,407,66,431,60,413,26,302,680,5025,-801.368,-784.447,0,-4.75116,-695.032,-774.277,-1299.31,-1581.92,-1480.5,-1646.89,-1350.46,-1568.97,-587.153,-1246.69,-14956,-20287.4,18.2018146824306
2185,4785,49,1631,3226,3151,3072,2271,81815,789,16,521,1300,1344,1433,1113,60029,1531.98,31.8846,1131.56,2905.52,3080.27,3057.9,2268.82,81814.1,480,5,292,722,767,793,597,27893,0.0344202,17,0,9,21,20,25,14,274,35,0,24,70,64,56,53,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2841,15.4168,0.167777,0.169234,5.93168,5.98318,13.6509,13.7695,15.4063,15.5401,16.5092,16.6525,13.153,13.2673,990.868,999.473,231290,0.0138615,0.0285142,0,0,0,0,0,0,0,0,17,0,9,21,20,25,14,274,436,454,9,11,296,297,771,785,810,823,898,887,708,691,42567,42375,202,215,2,3,124,126,306,316,343,338,376,362,263,260,10973,10914,45,231,1,7,21,190,46,386,62,409,55,398,35,300,652,4807,-916.536,-821.672,-11.766,-13.2303,-488.815,-772.066,-1041.67,-1538.08,-1354.44,-1528.78,-1211.65,-1551.41,-654.089,-1259.11,-14662.1,-19731.7,16.6070937585922
2186,4785,49,1631,3226,3151,3073,2270,81815,755,13,510,1256,1313,1393,1095,59282,1486.75,31.9447,1128.09,2900.92,3079.09,3058.67,2267.78,81814.1,454,8,271,650,709,745,579,26233,0.0318322,12,2,12,21,19,23,10,260,31,0,29,44,65,72,45,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3117,13.3906,0.146095,0.146961,5.17158,5.20227,11.8793,11.9497,13.4149,13.4945,14.3805,14.4658,11.4533,11.5213,862.825,867.945,223583,0.0113574,0.0247952,0,0,0,0,0,0,0,0,12,2,12,21,19,23,10,260,411,441,10,6,287,290,738,752,784,796,867,860,688,678,41697,41587,173,214,4,2,112,105,258,298,317,299,341,330,251,244,10205,10058,40,216,2,9,18,178,41,366,49,381,55,377,36,274,585,4517,-974.582,-788.867,-43.8157,-38.1542,-391.958,-726.763,-883.819,-1487.04,-1179.32,-1453.42,-1230.55,-1446.25,-864.373,-1175.78,-13266.9,-18710.4,15.727247731647
2187,4785,49,1632,3225,3151,3071,2272,81815,715,19,485,1234,1273,1363,1085,58527,1441.43,31.9952,1125.4,2894.9,3077.81,3056.41,2269.73,81814.1,423,15,244,608,677,692,529,24495,0.0291735,10,0,12,13,14,14,14,230,22,1,21,55,47,45,36,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6673,11.7058,0.128048,0.12847,4.53296,4.54792,10.412,10.4463,11.7579,11.7968,12.5999,12.6415,10.0427,10.0759,756.246,758.742,218037,0.00943831,0.0217038,0,0,0,0,0,0,0,0,10,0,12,13,14,15,14,233,388,415,14,6,273,274,714,737,756,771,846,834,683,669,40860,40808,154,190,6,4,107,106,240,265,297,278,317,296,216,220,9281,9173,25,194,0,7,24,178,42,347,38,351,48,348,25,240,533,4195,-597.254,-729.136,0,-40.6685,-483.012,-727.423,-915.66,-1421.06,-829.714,-1341.66,-1087.61,-1318.72,-575.224,-1022.62,-11864.4,-17313.1,12.4828155072862
2188,4785,49,1630,3225,3151,3073,2272,81815,674,16,466,1205,1253,1337,1042,57727,1396.2,32.0377,1120.64,2888.93,3076.35,3058.09,2269.68,81814.1,381,8,231,571,637,660,487,22750,0.0264555,9,0,5,16,15,14,8,216,35,0,19,54,61,50,25,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2816,10.2959,0.112864,0.113021,3.99284,3.9984,9.18224,9.19504,10.3634,10.3778,11.109,11.1245,8.85568,8.86802,666.57,667.499,214230,0.00796424,0.0191119,0,0,0,0,0,0,0,0,9,0,5,16,15,14,8,218,362,392,12,8,264,257,705,707,735,754,824,816,649,647,40012,39905,141,173,3,2,96,96,236,248,265,258,291,274,184,187,8418,8351,20,182,0,4,26,168,34,320,31,335,37,332,26,217,490,3879,-437.936,-713.075,0,-19.3566,-586.051,-677.226,-819.476,-1348.58,-726.362,-1387.53,-897.075,-1321.32,-527.707,-901.89,-11092.2,-15999.4,13.4176519109156
